一级分类,二级分类,节点ID,课程编号,课件名称,授课人,职务,课时(分),格式,课程简介,制作时间,API文档ID,API文件名,API分类
"党建基础理论","党章学习","party-constitution","NGC06X1225125_2512","修身齐家与治国理政——干部的形象塑造与担当作为","承友明","",46,"专家讲授精制视频","领导干部家风好坏，是检验自身作风过硬与否的“试金石”，没有好的家风，就很难有好的党风政风。领导干部的担当作为与家庭家风建设密切相关，优良家风不仅是个人品德的重要体现，也是推动清正廉洁、担当实干的重要保",2025.12,"","",""
"党建基础理论","党章学习","party-constitution","NGC06X1325125_2512","阳光下的权力——现代政府治理的基石与生命线（上）","承友明","",44,"专家讲授精制视频","政务诚信是“第一诚信”，是整个社会信用大厦的顶梁柱，是国家治理的重要资源，是提升政务公信力的有效措施、执政能力提高的加速器和提升国家形象的助推器，是现代国家治理的“晴雨表”。习近平总书记指出，政府无信",2025.12,"","",""
"党建基础理论","党章学习","party-constitution","NGC06X1425125_2512","阳光下的权力——现代政府治理的基石与生命线（下）","承友明","",42,"专家讲授精制视频","政务诚信是“第一诚信”，是整个社会信用大厦的顶梁柱，是国家治理的重要资源，是提升政务公信力的有效措施、执政能力提高的加速器和提升国家形象的助推器，是现代国家治理的“晴雨表”。习近平总书记指出，政府无信",2025.12,"","",""
"党建基础理论","党章学习","party-constitution","GC07I1814125_1501","我国当前所面临的腐败现象","郝栋","",62,"精品三分屏","本课程由中共中央党校哲学部讲师郝栋主讲，主要内容包括：一、转型期反腐败的特点；二、转型期的含义；三、腐败的经济学分析；四、腐败和经济之间的关系；五、我国转型期腐败的特点；六、转型期腐败的测量。",2014.12,"","",""
"党建基础理论","党章学习","party-constitution","GC07A0514111_1502","推动公务员财产透明化思考（上）","张希贤","",59,"精品三分屏","本课程是《推动公务员财产透明化思考》系列课程的上部，由中共中央党校党建部张希贤教授主讲，主要内容包括：一、我国的反腐倡廉建设进入新时期；二、推进公务员和国家公职党员领导干部财产透明化。",2014.11,"","",""
"党建基础理论","党章学习","party-constitution","GC07A0614111_1502","推动公务员财产透明化思考（下）","张希贤","",47,"精品三分屏","本课程是《推动公务员财产透明化思考》系列课程的下部，由中共中央党校党建部张希贤教授主讲，主要内容包括：二、推进公务员和国家公职党员领导干部财产透明化；三、思考与总结。",2014.11,"","",""
"党建基础理论","党章学习","party-constitution","GC07I1615125_1601","按党性原则如何做人做事","王 莉","",78,"精品三分屏","本课程由中央党校副教授王莉主讲，主要内容有：一、党性原则及主要内容；二、新的历史条件下坚持党性原则面临新考验；三、坚持党性原则，做忠诚干净担当的干部。",2015.12,"","",""
"党建基础理论","党章学习","party-constitution","GC07I2116125_1701","发扬党内民主和保障党员权利","李军鹏","",58,"精品三分屏","本课程由国家行政学院教授、博士生导师李军鹏主讲，主要内容有：一、发扬党内民主和保障党员权利的重大意义；二、党内民主的内涵、进展与存在的薄弱环节；三、进一步健全党内民主制度体系；四、认真落实和保障党员权",2016.12,"","",""
"党建基础理论","党章学习","party-constitution","GC07I2616125_1701","严肃党内政治生活的价值指向","陶元浩","",59,"精品三分屏","本课程由中央党校党建部讲师陶元浩主讲，主要内容有：一、严肃党内政治生活是马克思主义政党区别于其他政党的本质特征；二、严肃党内政治生活是我们党的优良传统和经验结晶；三、严肃党内政治生活是一些世界大党老党",2016.12,"","",""
"党建基础理论","党章学习","party-constitution","HGC07I0920115_2012","深刻把握规律，一体推进“三不”建设（上）","郇雷","",29,"精品三分屏","本课程由《深刻把握规律，一体推进“三不”建设》系列课程的上半部分，由中共中央党校（国家行政学院）科学社会主义教研部讲师郇雷主讲，主要内容有：一、十八大以来党中央对党风廉政建设规律的认识；二、一体推进不",2020.11,"f803479d-1508-59a8-af12-dc85f7d34ed3","深刻把握规律，一体推进“三不”建设（上）","国家治理"
"党建基础理论","党章学习","party-constitution","HGC07I1020115_2012","深刻把握规律，一体推进“三不”建设（下）","郇雷","",28,"精品三分屏","本课程由《深刻把握规律，一体推进“三不”建设》系列课程的下半部分，由中共中央党校（国家行政学院）科学社会主义教研部讲师郇雷主讲，主要内容有：二、一体推进不敢腐、不能腐、不想腐的明确举措；三、一体推进不",2020.11,"7d0c3c5a-064a-5c90-b796-5e4561beb60b","深刻把握规律，一体推进“三不”建设（下）","国家治理"
"党建基础理论","党章学习","party-constitution","NGC07I2522085_2209","提高一体推进不敢腐、不能腐、不想腐能力和水平（上）","刘春","",32,"专家讲授精制视频","本课程是《提高一体推进不敢腐、不能腐、不想腐能力和水平》系列课程的上半部分，由中央党校（国家行政学院）原研究生院副院长、教授、博士生导师刘春主讲，主要内容有：一、实现“三不腐”统筹协调、融于一体。",2022.8,"","",""
"党建基础理论","党章学习","party-constitution","NGC07I2622085_2209","提高一体推进不敢腐、不能腐、不想腐能力和水平（下）","刘春","",34,"专家讲授精制视频","本课程是《提高一体推进不敢腐、不能腐、不想腐能力和水平》系列课程的下半部分，由中央党校（国家行政学院）原研究生院副院长、教授、博士生导师刘春主讲，主要内容有：二、认真掌握和运用十八大以来反腐败斗争取得",2022.8,"","",""
"党建基础理论","党章学习","party-constitution","NGC07I2123095_2310","切实加强廉政管理和党性修养，推进党风廉政建设（上）","哈战荣","",38,"专家讲授精制视频","党风廉政建设是党的建设的重要组成部分，是新时代党的一项重大的政治任务，抓好党风廉政建设既是推进全面从严治党的关键环节，更是推动经济、改革、生态、治理等各项工作高效运行的重要保障。本课程由中央财经大学马",2023.9,"","",""
"党建基础理论","党章学习","party-constitution","NGC07I2223095_2310","切实加强廉政管理和党性修养，推进党风廉政建设（下）","哈战荣","",37,"专家讲授精制视频","党风廉政建设是党的建设的重要组成部分，是新时代党的一项重大的政治任务，抓好党风廉政建设既是推进全面从严治党的关键环节，更是推动经济、改革、生态、治理等各项工作高效运行的重要保障。本课程由中央财经大学马",2023.9,"","",""
"党建基础理论","党章学习","party-constitution","NGC07I1224015_2402","认真学习贯彻二十届中央纪委三次全会的重要精神（上）","刘春","",31,"专家讲授精制视频","习近平总书记在二十届中央纪委三次全会上强调，以学习贯彻新修订的纪律处分条例为契机，在全党开展一次集中性纪律教育。贯彻落实习近平总书记重要讲话精神和党中央决策部署，三次全会将“突出严的基调深化党的纪律建",2024.1,"","",""
"党建基础理论","党章学习","party-constitution","NGC07I1324015_2402","认真学习贯彻二十届中央纪委三次全会的重要精神（中）","刘春","",31,"专家讲授精制视频","习近平总书记在二十届中央纪委三次全会上强调，以学习贯彻新修订的纪律处分条例为契机，在全党开展一次集中性纪律教育。贯彻落实习近平总书记重要讲话精神和党中央决策部署，三次全会将“突出严的基调深化党的纪律建",2024.1,"","",""
